username,is_bot_declared,follow_ratio,avg_time_diff_minutes,engagement_rate,night_post_ratio,lexical_diversity
BM24,0,0.8534043466789182,-0.1128247404034979,-0.26683048577934,0.5396300558160795,1.1582932151965248
shrampybot,1,-0.4414532379079548,-0.14055492327116573,-0.28773672935355576,0.5396300558160795,1.1582932151965248
pixelaffe,0,-0.10838670718312525,-0.13075218027422997,-0.2563773639922321,-0.16023960170671733,1.1582932151965248
antiradio,1,0.07871170922048892,-0.13531532360027942,-0.3034164120342176,0.01472781267398182,1.1582932151965248
sagalinked,1,-0.444562207530877,-0.14138393212935083,-0.3138695338213255,0.01472781267398182,-0.5478365471701808
comingsoon.net,0,-0.444562207530877,-0.14177934177477683,-0.3190960947148794,1.5894345421002745,-1.1266174276232797
npr_national,1,-0.2600966765708286,-0.13112726288981252,-0.1622992679082612,-0.8601092592295142,-0.8645939978326505
fkftsh,0,-0.18666864968381902,-0.1409465199344499,0.025856924259680617,0.8895648845774778,-0.4412211315479792
novinky,1,-0.444562207530877,0.28288130706097636,-0.026408684675858784,-0.8601092592295142,-0.8361629455589678
princejvstin.com,0,-0.4050338794680095,-0.13695311045536396,-0.27205704667289393,-0.5101744304681157,-0.5893022233337548
wired.jp,0,-0.444562207530877,-0.10136309425786709,-0.1727523896953691,-0.8601092592295142,-0.613545743306951
hyde,0,-0.2121513154785214,-0.10833499519982145,-0.15184614612115332,-0.8601092592295142,-0.1784771138268505
olafk,0,0.14699966761686442,-0.11059612779610041,-0.19365863326958485,-0.685141844848815,-0.3753543328396983
cthonyxa,0,0.08577619397926221,0.4056942530362326,-0.1727523896953691,1.239499713338876,-0.968906043451525
calmplaythroughs,0,3.8719312169342555,-0.05550187458873285,-0.2302445595244624,-0.685141844848815,-0.7886611594768292
QueerMatters,0,-0.12854886537359983,-0.11749907066367989,-0.19365863326958485,-0.685141844848815,-0.3119039004116377
b1u3sky.bsky.social,0,-0.418822831117847,-0.1385940358346984,-0.26683048577934,-0.16023960170671733,0.3893345745133753
admin,0,-0.4002904801004654,-0.12120493301329373,0.004950680685464885,-0.3352070160874166,-1.048748790255431
cookingwithnonperishablesdotcom.wordpress.com,0,-0.444562207530877,0.17766337319645337,-0.1100336589727218,-0.8601092592295142,-0.8542092241969419
vrtnws,1,-0.444562207530877,-0.14185612752245916,-0.3190960947148794,-0.16023960170671733,-0.7943034703938946
jonlord,0,-0.36487309815613606,-0.13401716532564267,0.5223802091473051,-0.8601092592295142,0.21772148732228602
